filename,width,height,class,xmin,ymin,xmax,ymax
ship02016090802209,256,256,ship,218,1,230,55
ship020160908023022,256,256,ship,233,68,245,121
ship020160908023023,256,256,ship,103,67,117,121
ship020160908023034,256,256,ship,157,150,170,219
ship020160908023035,256,256,ship,27,150,42,220
ship020160908024034,256,256,ship,156,16,170,92
ship020160908024035,256,256,ship,29,14,44,96
ship020160908025010,256,256,ship,146,191,159,250
ship020160908025011,256,256,ship,17,192,30,249
ship020160908025015,256,256,ship,124,184,137,253
ship020160908025016,256,256,ship,1,184,7,255
ship020160908026010,256,256,ship,146,65,159,121
ship020160908026011,256,256,ship,19,65,31,121
ship020160908026015,256,256,ship,123,55,137,123
ship020160908026016,256,256,ship,1,61,7,119
ship020160908026027,256,256,ship,169,126,189,212
ship020160908026028,256,256,ship,40,126,60,211
ship02016090802603,256,256,ship,217,140,256,168
ship02016090802604,256,256,ship,88,141,138,168
ship020160908027012,256,256,ship,219,205,239,256
ship020160908027013,256,256,ship,89,207,107,256
ship020160908027027,256,256,ship,167,1,187,81
ship020160908027028,256,256,ship,39,1,58,80
ship02016090802703,256,256,ship,217,11,256,39
ship02016090802704,256,256,ship,89,14,137,40
ship02016090802707,256,256,ship,148,197,168,256
ship02016090802708,256,256,ship,20,197,39,256
ship020160908028012,256,256,ship,219,79,236,144
ship020160908028013,256,256,ship,93,78,107,144
ship02016090802807,256,256,ship,148,72,173,172
ship02016090802808,256,256,ship,20,69,44,172
ship02016090802907,256,256,ship,150,1,170,39
ship02016090802908,256,256,ship,22,1,41,40
ship020160908030035,256,256,ship,232,120,254,182
ship020160908030036,256,256,ship,104,120,129,183
ship020160908031014,256,256,ship,118,110,128,166
ship020160908031036,256,256,ship,103,1,129,50
ship02016090803108,256,256,ship,214,168,227,215
ship02016090803109,256,256,ship,86,168,98,214
ship020160908032014,256,256,ship,117,1,126,37
ship020160908032014,256,256,ship,127,230,145,256
ship020160908032015,256,256,ship,1,229,16,256
ship02016090803209,256,256,ship,87,40,99,83
ship020160908033014,256,256,ship,125,100,154,180
ship020160908033015,256,256,ship,1,104,25,175
ship020160908033018,256,256,ship,164,149,191,224
ship020160908033019,256,256,ship,36,147,64,224
ship020160908034010,256,256,ship,62,154,81,239
ship020160908034012,256,256,ship,150,191,157,246
ship020160908034013,256,256,ship,21,192,29,245
ship020160908034014,256,256,ship,125,1,149,47
ship020160908034015,256,256,ship,1,1,22,49
ship020160908034018,256,256,ship,165,22,191,96
ship020160908034019,256,256,ship,36,21,62,95
ship02016090803404,256,256,ship,138,99,159,179
ship02016090803405,256,256,ship,10,98,32,175
ship02016090803409,256,256,ship,192,153,209,240
ship020160908035010,256,256,ship,63,26,82,113
ship020160908035012,256,256,ship,150,61,157,116
ship020160908035013,256,256,ship,20,62,29,114
ship020160908035015,256,256,ship,210,136,232,203
ship020160908035016,256,256,ship,81,137,103,203
ship020160908035024,256,256,ship,186,114,218,160
ship020160908035025,256,256,ship,58,111,90,160
ship02016090803504,256,256,ship,140,1,158,48
ship02016090803505,256,256,ship,10,1,31,47
ship02016090803509,256,256,ship,190,26,206,106
ship020160908036012,256,256,ship,211,144,226,211
ship020160908036013,256,256,ship,83,143,98,211
ship020160908036015,256,256,ship,209,10,229,74
ship020160908036016,256,256,ship,82,8,101,73
ship020160908036024,256,256,ship,185,1,218,29
ship020160908036025,256,256,ship,57,1,88,28
ship02016090803605,256,256,ship,183,206,199,256
ship02016090803606,256,256,ship,55,207,71,256
ship020160908037012,256,256,ship,212,15,226,81
ship020160908037013,256,256,ship,83,15,98,81
ship020160908037015,256,256,ship,128,159,147,229
ship020160908037016,256,256,ship,1,160,17,225
ship020160908037018,256,256,ship,154,119,172,196
ship020160908037019,256,256,ship,25,119,44,196
ship02016090803705,256,256,ship,183,80,199,151
ship02016090803706,256,256,ship,56,78,71,152
ship02016090803708,256,256,ship,133,152,154,219
ship02016090803709,256,256,ship,5,152,26,218
ship020160908038015,256,256,ship,128,31,147,101
ship020160908038016,256,256,ship,1,33,17,99
ship020160908038018,256,256,ship,152,1,170,66
ship020160908038019,256,256,ship,25,1,40,65
ship02016090803808,256,256,ship,133,23,153,92
ship02016090803809,256,256,ship,5,26,26,90
ship020160908039010,256,256,ship,185,194,200,256
ship020160908039011,256,256,ship,55,193,73,256
ship020160908040010,256,256,ship,185,67,206,153
ship020160908040011,256,256,ship,57,65,75,154
ship02016090804003,256,256,ship,212,143,230,212
ship02016090804004,256,256,ship,83,142,101,211
ship02016090804006,256,256,ship,191,162,204,223
ship02016090804007,256,256,ship,63,161,77,222
ship02016090804018,256,256,ship,163,118,175,203
ship02016090804019,256,256,ship,35,117,46,202
ship02016090804103,256,256,ship,211,16,227,82
ship02016090804104,256,256,ship,84,16,100,82
ship02016090804106,256,256,ship,191,35,203,92
ship02016090804107,256,256,ship,63,33,75,93
ship020160908042010,256,256,ship,21,185,34,248
ship02016090804205,256,256,ship,243,126,256,180
ship02016090804206,256,256,ship,115,127,130,182
ship02016090804209,256,256,ship,148,186,161,249
ship020160908043010,256,256,ship,20,58,33,121
ship020160908043011,256,256,ship,136,104,151,179
ship020160908043012,256,256,ship,8,105,22,176
ship02016090804304,256,256,ship,221,181,243,250
ship02016090804305,256,256,ship,93,182,118,250
ship02016090804305,256,256,ship,243,4,255,52
ship02016090804306,256,256,ship,115,1,127,52
ship02016090804309,256,256,ship,147,61,160,118
ship020160908044011,256,256,ship,136,1,148,46
ship020160908044012,256,256,ship,9,1,21,47
ship02016090804404,256,256,ship,223,51,243,125
ship02016090804405,256,256,ship,94,52,115,121
ship020160908045010,256,256,ship,88,145,105,230
ship02016090804507,256,256,ship,126,199,138,256
ship02016090804508,256,256,ship,1,201,9,256
ship02016090804509,256,256,ship,217,145,232,229
ship020160908046010,256,256,ship,88,19,104,103
ship02016090804607,256,256,ship,126,72,137,146
ship02016090804608,256,256,ship,1,74,7,139
ship02016090804608,256,256,ship,147,175,164,256
ship02016090804609,256,256,ship,20,178,37,256
ship02016090804609,256,256,ship,216,19,233,101
ship02016090804708,256,256,ship,149,50,167,134
ship02016090804709,256,256,ship,20,48,37,131
ship02016090804808,256,256,ship,225,166,245,248
ship02016090804809,256,256,ship,95,165,116,249
ship02016090804908,256,256,ship,224,39,241,118
ship02016090804909,256,256,ship,96,40,115,120
ship02016090805018,256,256,ship,163,1,172,72
ship02016090805019,256,256,ship,34,1,47,72
ship0201609080905,256,256,ship,182,136,195,193
ship0201609080906,256,256,ship,53,134,66,193
ship02016091501010030,256,256,ship,112,109,147,142
ship02016091501010031,256,256,ship,1,119,19,140
ship0201609150101026,256,256,ship,219,34,256,54
ship0201609150101027,256,256,ship,91,34,154,55
ship0201609150101035,256,256,ship,202,71,256,100
ship0201609150101036,256,256,ship,75,70,141,105
ship02016091501011030,256,256,ship,123,1,147,12
ship02016091501011031,256,256,ship,1,1,19,12
ship02016091501014038,256,256,ship,191,199,225,250
ship02016091501014039,256,256,ship,58,197,95,250
ship02016091501015038,256,256,ship,185,70,223,122
ship02016091501015039,256,256,ship,57,69,94,122
ship02016091501016027,256,256,ship,187,169,246,218
ship02016091501016028,256,256,ship,60,167,118,218
ship02016091501017014,256,256,ship,125,145,174,182
ship02016091501017015,256,256,ship,1,147,47,182
ship02016091501017027,256,256,ship,188,47,246,88
ship02016091501017028,256,256,ship,60,47,118,87
ship02016091501018011,256,256,ship,170,221,200,246
ship02016091501018012,256,256,ship,42,221,72,249
ship02016091501018014,256,256,ship,127,18,173,52
ship02016091501018015,256,256,ship,1,18,45,52
ship02016091501019011,256,256,ship,169,94,202,122
ship02016091501019012,256,256,ship,40,94,74,120
ship02016091501019026,256,256,ship,202,167,256,222
ship02016091501019027,256,256,ship,74,172,130,222
ship02016091501020026,256,256,ship,202,43,255,94
ship02016091501020027,256,256,ship,75,46,128,92
ship02016091501022014,256,256,ship,175,231,223,256
ship02016091501022015,256,256,ship,48,231,94,256
ship02016091501022025,256,256,ship,191,218,237,255
ship02016091501022026,256,256,ship,62,218,112,256
ship02016091501022029,256,256,ship,223,157,256,181
ship02016091501022030,256,256,ship,95,156,145,185
ship02016091501023011,256,256,ship,112,152,144,184
ship02016091501023014,256,256,ship,176,102,234,144
ship02016091501023015,256,256,ship,47,101,107,144
ship02016091501023021,256,256,ship,146,234,188,256
ship02016091501023022,256,256,ship,17,235,58,256
ship02016091501023025,256,256,ship,191,91,237,128
ship02016091501023026,256,256,ship,62,94,109,129
ship02016091501023029,256,256,ship,225,28,256,52
ship02016091501023030,256,256,ship,95,28,144,56
ship02016091501024011,256,256,ship,113,24,142,55
ship02016091501024012,256,256,ship,1,31,16,56
ship02016091501024014,256,256,ship,199,1,233,14
ship02016091501024015,256,256,ship,69,1,105,15
ship02016091501024021,256,256,ship,146,106,203,151
ship02016091501024022,256,256,ship,17,104,77,151
ship02016091501025021,256,256,ship,160,1,202,20
ship02016091501025022,256,256,ship,30,1,72,20
ship02016091501025051,256,256,ship,196,203,256,246
ship02016091501025052,256,256,ship,68,203,136,248
ship02016091501026010,256,256,ship,169,223,226,256
ship02016091501026011,256,256,ship,40,221,98,256
ship02016091501026049,256,256,ship,141,197,203,232
ship02016091501026050,256,256,ship,12,199,74,230
ship02016091501026051,256,256,ship,196,76,256,120
ship02016091501026052,256,256,ship,69,75,135,117
ship02016091501027010,256,256,ship,169,93,225,135
ship02016091501027011,256,256,ship,39,94,97,134
ship02016091501027015,256,256,ship,164,176,202,211
ship02016091501027016,256,256,ship,36,174,73,211
ship02016091501027019,256,256,ship,150,121,186,146
ship02016091501027020,256,256,ship,22,122,59,149
ship02016091501027025,256,256,ship,140,216,189,256
ship02016091501027026,256,256,ship,12,217,59,256
ship02016091501027046,256,256,ship,212,210,256,229
ship02016091501027047,256,256,ship,83,212,132,229
ship02016091501027049,256,256,ship,141,71,203,102
ship02016091501027050,256,256,ship,12,73,75,101
ship02016091501028015,256,256,ship,164,47,201,82
ship02016091501028016,256,256,ship,36,47,73,83
ship02016091501028019,256,256,ship,150,1,186,14
ship02016091501028020,256,256,ship,23,1,58,13
ship02016091501028025,256,256,ship,141,92,186,131
ship02016091501028026,256,256,ship,13,91,58,131
ship02016091501028046,256,256,ship,211,83,256,103
ship02016091501028047,256,256,ship,83,83,133,101
ship02016091501028051,256,256,ship,147,222,195,239
ship02016091501028052,256,256,ship,18,221,67,239
ship02016091501029045,256,256,ship,208,220,256,252
ship02016091501029046,256,256,ship,80,217,132,251
ship02016091501029051,256,256,ship,147,93,196,111
ship02016091501029052,256,256,ship,18,92,67,110
ship02016091501030045,256,256,ship,209,90,256,124
ship02016091501030046,256,256,ship,81,89,132,124
ship02016091501031021,256,256,ship,182,140,227,181
ship02016091501031022,256,256,ship,54,140,102,181
ship02016091501032017,256,256,ship,135,198,178,241
ship02016091501032018,256,256,ship,7,201,50,242
ship02016091501032021,256,256,ship,183,15,227,52
ship02016091501032022,256,256,ship,55,13,99,53
ship02016091501033017,256,256,ship,136,74,179,113
ship02016091501033018,256,256,ship,7,74,50,113
ship02016091501033042,256,256,ship,131,136,197,167
ship02016091501033043,256,256,ship,1,137,68,169
ship02016091501033048,256,256,ship,169,140,218,176
ship02016091501033049,256,256,ship,41,140,90,176
ship02016091501034015,256,256,ship,179,141,220,179
ship02016091501034016,256,256,ship,51,139,93,179
ship02016091501034042,256,256,ship,129,12,198,41
ship02016091501034043,256,256,ship,3,14,68,40
ship02016091501034045,256,256,ship,223,141,256,170
ship02016091501034046,256,256,ship,95,140,141,170
ship02016091501034048,256,256,ship,170,13,216,46
ship02016091501034049,256,256,ship,41,11,88,46
ship02016091501035013,256,256,ship,188,128,225,161
ship02016091501035014,256,256,ship,60,129,98,160
ship02016091501035015,256,256,ship,180,15,221,51
ship02016091501035016,256,256,ship,52,11,92,51
ship02016091501035045,256,256,ship,223,12,256,42
ship02016091501035046,256,256,ship,94,12,140,41
ship02016091501035048,256,256,ship,174,232,224,256
ship02016091501036013,256,256,ship,188,1,225,32
ship02016091501036014,256,256,ship,60,1,98,31
ship02016091501036048,256,256,ship,175,105,224,140
ship02016091501036049,256,256,ship,47,104,97,139
ship02016091501038041,256,256,ship,119,173,178,216
ship02016091501038042,256,256,ship,1,180,51,216
ship02016091501038043,256,256,ship,177,163,227,188
ship02016091501038044,256,256,ship,48,165,99,189
ship02016091501039037,256,256,ship,159,155,210,199
ship02016091501039038,256,256,ship,32,154,81,200
ship02016091501039041,256,256,ship,119,49,178,87
ship02016091501039042,256,256,ship,1,53,50,88
ship02016091501039043,256,256,ship,178,36,227,59
ship02016091501039044,256,256,ship,49,37,99,59
ship02016091501040037,256,256,ship,161,25,209,70
ship02016091501040038,256,256,ship,32,24,82,70
ship0201609150104041,256,256,ship,131,169,196,213
ship0201609150104042,256,256,ship,4,169,68,214
ship02016091501041034,256,256,ship,211,192,256,230
ship02016091501041035,256,256,ship,83,190,133,231
ship02016091501041037,256,256,ship,111,203,161,237
ship02016091501041038,256,256,ship,1,209,34,230
ship02016091501041040,256,256,ship,152,182,201,222
ship02016091501041041,256,256,ship,24,183,73,221
ship02016091501042034,256,256,ship,212,71,256,103
ship02016091501042035,256,256,ship,83,63,132,103
ship02016091501042037,256,256,ship,111,76,161,106
ship02016091501042038,256,256,ship,1,81,34,104
ship02016091501042040,256,256,ship,152,55,202,93
ship02016091501042041,256,256,ship,24,55,73,91
ship02016091501042043,256,256,ship,202,207,250,240
ship02016091501042044,256,256,ship,73,207,123,238
ship02016091501043033,256,256,ship,150,220,188,253
ship02016091501043034,256,256,ship,22,220,60,253
ship02016091501043039,256,256,ship,199,229,248,256
ship02016091501043040,256,256,ship,71,229,118,256
ship02016091501043043,256,256,ship,201,76,250,111
ship02016091501043044,256,256,ship,73,77,123,111
ship02016091501043046,256,256,ship,109,141,160,175
ship02016091501043047,256,256,ship,1,148,33,168
ship02016091501044033,256,256,ship,150,92,189,126
ship02016091501044034,256,256,ship,22,93,60,126
ship02016091501044035,256,256,ship,157,117,204,145
ship02016091501044036,256,256,ship,29,116,77,147
ship02016091501044039,256,256,ship,199,101,246,132
ship02016091501044040,256,256,ship,71,100,118,133
ship02016091501044046,256,256,ship,109,13,160,46
ship02016091501044047,256,256,ship,1,21,32,41
ship02016091501045021,256,256,ship,198,171,218,243
ship02016091501045022,256,256,ship,71,173,92,243
ship02016091501045035,256,256,ship,157,1,204,16
ship02016091501045036,256,256,ship,30,1,77,17
ship02016091501045043,256,256,ship,215,146,256,180
ship02016091501045044,256,256,ship,88,145,129,179
ship02016091501046021,256,256,ship,199,44,221,113
ship02016091501046022,256,256,ship,70,44,93,115
ship02016091501046032,256,256,ship,168,179,215,210
ship02016091501046033,256,256,ship,41,178,87,210
ship02016091501046037,256,256,ship,210,212,256,246
ship02016091501046038,256,256,ship,83,212,130,247
ship02016091501046043,256,256,ship,216,18,256,50
ship02016091501046044,256,256,ship,87,17,130,52
ship02016091501047032,256,256,ship,169,52,215,81
ship02016091501047033,256,256,ship,41,53,86,82
ship02016091501047037,256,256,ship,211,83,256,118
ship02016091501047038,256,256,ship,82,83,130,119
ship02016091501048030,256,256,ship,210,155,252,214
ship02016091501048031,256,256,ship,82,152,124,214
ship02016091501049030,256,256,ship,210,26,252,85
ship02016091501049031,256,256,ship,82,25,125,88
ship02016091501050038,256,256,ship,105,144,139,170
ship0201609150105041,256,256,ship,131,40,195,85
ship0201609150105042,256,256,ship,5,40,67,85
ship02016091501051037,256,256,ship,234,16,256,42
ship02016091501051038,256,256,ship,106,17,138,42
ship0201609150105606,256,256,ship,212,243,251,256
ship0201609150105607,256,256,ship,84,243,121,256
ship0201609150105806,256,256,ship,36,95,80,116
ship0201609150105806,256,256,ship,45,2,78,18
ship0201609150105808,256,256,ship,160,3,211,32
ship0201609150105809,256,256,ship,32,3,83,32
ship0201609150107038,256,256,ship,233,206,256,232
ship0201609150107039,256,256,ship,106,204,150,241
ship0201609150107040,256,256,ship,1,213,23,241
ship0201609150108038,256,256,ship,234,76,256,105
ship0201609150108039,256,256,ship,105,72,152,115
ship0201609150108040,256,256,ship,1,87,23,114
ship0201609150201020,256,256,ship,184,55,192,88
ship02016091502011015,256,256,ship,152,212,166,256
